Blog	getting	real	youtube	our	years	people	us	do	design	things	why	way	think	writing	makes	into	product	does	which	features	build	everything	going	business	ve	written	these	ll	keep	them	want	show	tell	started	called	start	day	work	down	other	may	far	coming	check	ready	watch	hope	any	ideas	future	please	post	where	story	well	know	self	might	most	few	months	ago	asked	he	d	earlier	no	didn	learning	did	talk	rather	his	really	after	myself	answer	head	someone	yet	had	idea	against	because	own	list	goes	each	shot	thought	here	state	bad	without	make	don	re	model	view	also	means	him	remember	point	trying	between	two	else	last	thing	need	get	done	then	go	see	family	important	better	being	ways	actually	good	feel	stop	person	something	take	write	later	results	version	process	create	working	isn	home	her	different	wants	everyone	must	others	team	questions	become	than	even	try	said	light	only	give	sure	find	created	put	wanted	every	week	set	would	made	same	now	m	could	friend	anyone	company	simply	help	comes	needed	found	say	always	love	too	once	problem	social	media	public	seems	play	ever	hard	were	co	tech	companies	com	c	b	thanks	hands	service	support	five	whether	wrote	its	hand	experience	users	together	got	those	turn	email	hours	page	very	wrong	much	less	best	part	month	kind	seen	before	many	off	while	took	right	name	original	paper	over	interesting	fun	life	x	number	level	look	feature	me	great	including	question	lot	doing	decided	using	around	past	turned	job	building	looking	back	again	instead	end	went	come	full	along	data	built	pick	case	single	use	thinking	let	making	web	long	year	easy	search	bit	finally	small	though	early	hit	learn	project	enough	recently	available	book	she	digital	talking	through	world	black	doesn	until	used	often	since	during	apple	simple	content	should	order	never	several	both	short	place	another	share	still	possible	happy	reading	taking	next	change	nothing	forward	read	notes	least	group	based	four	example	favorite	stuff	course	free	shows	am	big	pay	close	attention	days	former	won	tips	online	community	readers	side	today	mean	amazon	links	local	power	second	buy	link	behind	john	seven	amazing	live	google	came	art	blog	times	already	having	away	call	open	facebook	ad	half	america	under	music	latest	twitter	president	face	little	night	school	lives	follow	million	left	friends	probably	u	guy	man	almost	police	tv	friday	among	driving	says	morning	hour	old	money	pretty	takes	trump	top	told	news	woman	according	camera	appeared	posted	site	game	three	photos	san	students	nbsp	soon	sound	machine	app	phone	website	store	maybe	photo	tools	recent	march	city	continue	internet	york	easter	april	government	women	house	special	report	system	update	high	country	series	stories	science	american	video	security	k	movie	sale	network	paul	shooting	white	line	th	fake	lead
Captain's Quarters	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	1	2	1	0	6	0	1	1	1	1	3	1	2	6	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cool Hunting	0	0	0	6	8	4	1	0	6	1	0	3	0	0	4	0	0	0	5	2	1	1	1	0	2	1	1	1	1	2	0	4	0	0	1	0	2	7	2	0	2	0	0	0	0	2	0	0	0	4	0	1	1	2	1	0	4	1	4	4	0	1	0	1	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	1	2	0	0	2	1	0	1	2	0	0	0	0	0	1	2	1	3	0	0	2	1	0	2	1	0	1	8	0	1	0	0	1	0	0	2	1	1	0	0	0	0	0	2	1	2	0	2	0	0	2	0	1	3	1	5	0	1	9	2	0	2	0	0	0	0	3	3	1	0	0	1	0	0	0	1	1	0	0	1	4	3	3	5	0	4	0	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	2	0	1	2	1	0	0	0	0	2	0	2	1	0	0	0	8	0	2	0	0	0	0	1	0	0	0	2	0	0	2	2	3	0	0	0	0	2	3	2	0	0	3	1	0	4	0	0	4	0	1	0	3	0	1	0	0	0	0	0	1	1	2	1	0	0	3	0	3	0	0	0	1	3	0	0	0	6	0	0	3	1	0	0	4	1	1	3	0	1	0	1	2	0	1	1	0	0	1	1	4	3	2	0	0	2	5	3	0	1	1	0	0	0	0	1	0	0	1	2	2	2	1	0	1	0	1	0	4	51	1	4	1	1	0	0	0	1	0	3	3	0	1	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	2	9	15	2	0	0	0	0	3	0	5	0	2	0	0	1	0	0	0	0	1	0	0	2	2	0	0	3	1	0	0	1	0	0	2	0	0	0	0	1	2	0	0	0	1	3	1	1	2	2	0	0	0	0	0	0	1	1	1	1	0	0	1	2	6	2	2	0	0	0	1	1	0	0	0	2	1	0	0	0	1	2	50	0	3	0	0	0	1	4	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	2	0	2
Copyblogger	0	1	0	6	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	2	0	0	1	3	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	10	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	8	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	2	1	0	0	0	1	2	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	3	1	0	0	0	0	3	4	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Latest from Crooks and Liars	0	0	0	5	1	0	2	1	0	0	4	3	1	1	0	3	0	0	4	0	0	0	0	0	1	2	6	0	0	1	1	4	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	14	0	1	5	1	0	0	0	0	8	2	3	0	0	0	0	0	2	0	6	4	1	0	1	0	3	2	1	0	4	0	2	3	2	0	0	0	0	3	2	2	0	0	0	0	1	3	0	3	0	0	0	0	0	1	1	3	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	2	0	0	1	2	1	0	0	0	1	1	0	3	0	2	1	1	0	0	1	0	0	0	0	3	1	1	3	3	1	0	1	0	0	0	1	0	0	4	0	0	1	1	0	0	2	0	1	1	2	0	6	1	0	0	0	1	2	0	2	1	1	0	0	0	3	2	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	1	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	1	1	0	0	0	0	1	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	1	1	2	0	2	0	2	1	0	1	0	4	0	0	1	1	1	0	0	1	0	0	1	0	2	0	7	0	0	0	0	2	0	0	2	0	0	0	8	0	0	10	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	4	0	1	0	0	2	1	0	1	0	0	1	0	0	1	0	0	1	2	2	0	1	2	1
Deadspin	0	0	0	7	0	0	4	1	0	0	0	5	0	0	0	5	0	0	2	0	0	0	2	0	1	0	1	1	0	3	2	2	0	0	1	0	8	0	3	0	0	1	2	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	6	3	2	2	0	0	0	1	0	12	0	4	0	0	1	0	0	3	0	0	0	1	0	0	0	1	0	3	1	0	0	3	1	2	0	0	0	0	1	0	4	0	4	1	0	3	0	1	4	0	1	1	1	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	4	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	3	0	1	2	3	0	1	0	0	2	0	3	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	1	0	0	1	0	1	0	1	0	3	0	0	1	0	2	1	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0	0	0	1	4	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	24	0	1	1	0	3	0	3	0	0	1	1	0	1	1	0	0	2	0	0	3	1	1	2	0	3	0	3	0	1	1	2	1	0	0	2	1	0	2	0	0	0	0	0	0	0	1	4	0	1	0	1	1	0	0	0	1	0	0	1	5	0	0	1	0	2	0	2	1	2	1	0	0	2	6	0	1	0	0	0	1	0	0	0	1	2	0	6	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	2	0	2	0	0	0	1	1	2	1	3	1	0	0	1	0	1	0	3	0	0	0	0	0	2	0	4
Tech	1	0	2	0	0	4	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	3	1	0	0	0	0	2	0	0	1	1	0	0	0	0	3	1	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1	0	1	1	1	2	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	3	1	0	3	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	10	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0	0
Engadget RSS Feed	2	2	0	1	0	0	4	2	0	0	0	3	1	0	0	4	0	0	0	1	1	0	0	1	1	0	1	2	0	0	1	2	0	1	1	1	1	2	2	0	3	0	0	0	0	0	0	1	0	1	0	2	1	0	1	2	2	0	2	0	0	0	0	2	1	0	2	0	0	1	1	0	3	0	2	0	0	0	0	1	1	0	1	3	2	0	1	0	0	0	0	0	0	0	1	0	1	3	1	2	0	1	0	2	0	1	1	0	3	0	1	2	2	0	1	2	0	2	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	2	1	1	0	2	0	0	0	1	0	2	3	2	0	3	0	1	0	1	0	0	3	0	0	4	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	8	1	0	0	0	14	0	0	1	0	1	1	0	1	0	1	2	0	0	1	3	1	0	0	1	0	1	2	2	0	1	1	0	0	1	0	1	1	4	0	0	1	0	0	0	1	0	1	1	0	1	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	7	0	0	0	0	0	1	2	0	0	0	0	1	1	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	1	0	1	0	1	1	3	0	0	0	1	0	1	0	4	0	0	1	0	1	2	2	0	0	0	0	4	0	0	1	0	3	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	1	1	1	0	0	0	1	0	0	2	0	0	0	3	0	0	2	0	0	2	0	0	2	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0
Gapingvoid	0	0	0	2	0	5	0	1	0	1	6	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gothamist	0	0	3	4	3	12	4	5	1	3	0	0	0	0	1	3	0	0	4	0	0	0	0	0	1	0	1	0	1	2	0	2	0	0	2	2	3	1	8	2	0	2	3	1	0	1	0	1	1	0	0	1	1	2	1	0	0	0	5	1	0	1	0	11	0	2	1	0	0	0	1	0	11	1	9	0	0	0	0	0	5	0	3	5	2	0	0	0	2	0	4	3	0	0	3	1	2	0	0	6	0	2	0	2	0	1	4	0	11	0	2	7	0	1	0	2	0	0	0	3	0	1	2	0	0	1	0	1	0	2	0	0	0	0	0	0	2	4	0	2	0	0	3	0	1	0	7	0	0	1	1	2	0	0	0	1	0	0	1	3	0	1	2	0	5	0	1	0	1	1	0	0	0	0	0	2	2	2	2	1	0	0	1	1	0	1	4	1	7	0	0	0	0	0	0	0	0	0	1	2	1	0	3	2	0	0	0	1	1	1	0	2	0	2	0	2	0	5	2	6	1	2	1	2	2	1	1	2	0	0	0	8	0	0	2	2	0	0	0	0	1	3	1	0	0	1	0	1	1	0	1	2	0	1	2	4	0	2	1	1	0	4	0	0	0	0	0	2	0	1	1	0	1	17	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	1	1	0	0	2	4	0	2	2	4	1	0	1	0	1	3	0	0	1	0	1	3	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	2	1	5	2	3	0	0	0	0	13	3	0	0	3	1	1	1	0	0	0	0	1	1	1	0	1	2	0	1	1	0	0	1	1	3	0	1	2	2	0	1	3	3	0	1	7	2	0	3	4	1	1	0	2	0	4	2	2	0	0	1	3	1	3	1	12	2	0	0	11	3	0	0	4	3	3	0	0	0	0	2	5	0	0	13	0	0	0	1	0	0	3	0	1	0	0	0	9	0	2	3	0	0	1	0	2	2	1	3	0	0	1	2	3	0	2	1	0	0	0	0	0	2	0	3	0	2	2	0
The Full Feed from HuffingtonPost.com	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	12	1	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
Joel on Software	0	0	0	0	2	1	0	2	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Kotaku	0	2	0	2	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	1	4	0	1	1	1	3	1	0	0	1	1	0	8	0	0	1	1	4	0	0	2	0	0	2	0	0	0	0	1	0	3	1	0	0	1	3	1	0	0	3	0	0	4	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	2	2	2	0	1	2	1	0	0	2	0	0	5	1	0	1	0	0	0	1	2	0	1	4	1	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	1	1	0	0	1	1	0	0	1	0	0	0	6	1	2	0	0	3	0	0	1	0	1	0	0	0	0	0	2	0	3	1	0	0	0	0	1	0	1	3	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	1	0	1	0	0	0	4	2	1	1	2	1	2	1	3	0	1	0	2	0	3	1	0	2	0	1	1	1	0	1	2	0	0	3	0	0	1	4	1	0	1	0	0	1	0	0	1	1	1	1	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	2	1	3	0	1	1	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	1	25	0	0	0	2	0	0	2	1	0	1	0	0	2	0	0	1	0	1	0	0	2	2	2	1	3	0	4	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	4	0	0	0	3	1	1	0	4	0	0	0	0	0	1	0	1
kottke.org	1	3	5	22	29	23	7	16	9	11	3	13	5	3	5	15	1	2	21	1	1	2	5	3	9	4	5	6	4	9	4	13	2	3	9	1	8	14	2	8	5	2	0	2	0	4	0	4	3	1	1	5	8	3	9	7	0	6	21	5	2	10	2	36	12	1	13	1	1	6	2	0	32	5	8	1	0	2	1	4	5	2	1	6	8	4	1	5	1	3	14	2	1	2	7	14	6	1	4	12	0	7	1	2	2	2	7	2	9	4	4	5	2	8	6	16	6	4	2	9	3	3	4	6	2	6	1	5	4	2	0	2	2	4	3	2	2	13	9	0	6	3	4	1	1	3	15	12	0	7	1	10	1	0	4	4	7	3	6	4	0	13	11	7	8	10	7	4	1	3	0	5	1	0	3	3	5	6	3	6	4	6	5	2	1	3	8	2	14	2	4	4	2	0	0	1	0	2	5	2	2	6	15	3	3	4	1	3	13	3	0	2	3	5	1	10	2	8	1	1	6	3	3	9	4	6	4	5	4	5	0	10	2	1	11	7	5	2	8	0	20	1	5	1	2	5	0	4	12	3	3	2	0	2	15	10	3	3	2	2	5	6	1	0	0	0	4	12	1	0	4	3	7	8	1	0	1	2	4	4	6	0	0	2	1	3	6	14	8	2	2	6	14	1	2	2	6	7	5	8	2	0	1	13	7	4	6	2	3	4	8	0	9	1	4	5	2	1	4	0	3	7	2	3	2	3	0	0	5	2	0	2	6	4	2	2	0	3	3	1	3	0	5	4	3	0	12	1	7	1	1	1	7	1	1	1	7	2	3	9	4	4	7	6	14	0	0	6	6	3	4	3	2	3	2	7	0	4	0	2	5	2	4	3	0	4	1	3	3	0	1	3	6	2	4	0	2	0	3	1	3	10	1	4	1	0	4	3	0	2	2	7	0	2	13	6	4	5	1	0	250	0	6	5	0	0	1	0	1	2	0	4	3	1	1	1	2	0	1	1	6	5	3	0	1	3	5	4	2	1	4	0	35	3	0	12	0	2	3	0	0	0	3	2	0
